book,문단식별자,문장식별자,원문,번역문,marker,llm_judgment,marker_type,analysis_level
주역전의(상),1874,5577,習坎은 序卦에 物不可以終過라 故受之以坎하니 坎者는 陷也라하니라,339ab7d5b9e8baba,니라,True,니라,Level2
당송팔대가문초소순1,304,1941,吾故曰 彼平勃者는 遺其憂者也라하니라,0ed42eff20dc1236,니라,True,니라,Level2
맹자집주,1695,5524,君子小人이 迭爲消長이니 直諒多聞之士遠이면 則讒諂面諛之人至는 理勢然也니라,64393a67b023da32,니라,True,니라,Level2
당송팔대가문초소철2,161,921,故로 吾以爲武有仁人之心 二焉이라하니라,fff057e59a09940e,니라,True,니라,Level2
논어집주,293,1055,人之過也는 各於其類니 君子는 常失於厚하고 小人은 常失於薄하며 君子는 過於愛하고 小人은 過於忍이니라,a2ddca773f01a4eb,니라,True,니라,Level2
당송팔대가문초소순1,221,1356,故로 聖人者出엔 必先定一代之所尙하니라,2d5254e36300a61b,니라,True,니라,Level2
자치통감강목14,331,1095,待主上晏駕後에 不足復留種也니라,410c6981b8456c37,니라,True,니라,Level2
예기집설대전2,777,1106,喪欲速貧하며 死欲速朽라하시니라,a57d0655c5b81e7b,니라,True,니라,Level2
자치통감강목13,167,617,由此而觀하면 濟有者는 皆有也니 虚無 奚益於已有之群生哉리오하니라,fee181c6dc801689,니라,True,니라,Level2
주역전의(상),10,27,河圖洛書 相爲經緯하고 八卦九章이 相爲表裏니라,0e4cf4e863fe6ff0,니라,True,니라,Level2
맹자집주,1714,5568,以上文觀之면 則知人之生全이 出於憂患이요 而死亡이 由於安樂矣니라,7cd609792624553d,니라,True,니라,Level2
당송팔대가문초소철3,302,1632,求記其事하여 告後以不廢하고 予亦嘉李君之爲邑에 有古之道니 其所以得於民者는 非復世俗之吏也니라,f7d296afe6537c09,니라,True,니라,Level2
맹자집주,1141,3827,然이나 處之各當其理하니 是乃所以爲同也니라,f7e7cdd9de21ecf2,니라,True,니라,Level2
당송팔대가문초한유2,404,2086,營軍響山하고 墻屋修施로다 褒功刻表하니 丞相之辭라 受代而家에 敍疏及邇러니 病不能廷하고 食祿卒齒로다 凡代大家는 維難其保하니 既顯既(願)［碩］은 戒于終咎니라,e61fd3e76f5d1f59,니라,True,니라,Level2
시경집전(상),2530,5863,樛木下垂而美實纍之하여 固結而不可解也니라,46455d92bb3e088b,니라,True,니라,Level2
당송팔대가문초한유2,93,358,故吾少而樂觀焉하니라,6f01d6f5d844472f,니라,False,니라,Level2
논어집주,1019,3397,才不才에 亦各言其子也니 鯉也 死어늘 有棺而無槨하니 吾不徒行以爲之槨은 以吾從大夫之後라 不可徒行也일새니라,e7423eebb70e99f0,니라,False,니라,Level2
주역전의(하),1647,4899,山上有雷小過니 君子以하여 行過乎恭하며 喪過乎哀하며 用過乎儉하나니라,a06bc70e261eb668,니라,True,니라,Level2
논어집주,335,1183,行不及言은 可恥之甚이니 古者에 所以不出其言은 爲此故也니라,4774673d6b606988,니라,True,니라,Level2
맹자집주,1394,4758,生之謂性이니라,89592b8e3c3977f4,니라,True,니라,Level2
당송팔대가문초유종원2,141,651,由是言之컨대 弟子之號之也니라,253ba97790973660,니라,True,니라,Level2
당송팔대가문초왕안석2,11,35,孟子曰 伯夷는 非其君不事하시고 不立惡人之朝라하시고 避紂하야 居北海之濱이라하시고 目不視惡色이라하시고 不事不肖라하시고 百世之師也라하시니라,c5fdf09d6c2bab9f,니라,False,니라,Level2
춘추좌씨전1,375,2139,風有采蘩采蘋하고 雅有行葦泂酌하니 昭忠信也니라,25656fa11572a002,니라,True,니라,Level2
당송팔대가문초유종원1,8,39,尤貧者는 令書傭하여 視直足相當하면 還其質하고 已沒者는 具己錢助贖하니라,e354fd644d75c770,니라,False,니라,Level2
당송팔대가문초소철2,237,1347,楚方北征諸夏어늘 而陳蔡許鄭이 適當其衝하니 其爲國也難矣니라,ff1fee6ab9c00c79,니라,True,니라,Level2
당송팔대가문초한유2,156,673,余不負丞이라 而丞負余라하고 則盡枿(얼)去牙角하고 一躡故跡하야 破崖岸而爲之하니라,a600c674f06bdaaa,니라,False,니라,Level2
당송팔대가문초한유3,233,1308,(卒)［年］六十一에 以元和六年二月二日卒於官하니라,e677bdaa8ec0422d,니라,False,니라,Level2
시경집전(하),2168,4825,民之回遹은 職競用力이니라,e00d6154edd410d0,니라,True,니라,Level2
서경집전(상),361,2042,嶓冡은 卽梁州之嶓也니 山形如冡이라 故로 謂之嶓冡이니 詳見梁州하니라,d640bb66f6687a78,니라,False,니라,Level2
당송팔대가문초소철3,246,1334,淵明作詩不多나 然이나 其詩質而實綺하고 癯而實腴하니 自曹劉鮑謝李杜諸人이 皆莫及也니라,f10adc9c7787b425,니라,True,니라,Level2
당송팔대가문초소순1,169,1077,若越은 區區於南夷로 豺狼狐貍之與居하여 不與中國會盟以觀華風이나 而用夷俗之名以赴하니 故로 君子卽其自稱以罪之니라,b1dbf3455169abb4,니라,True,니라,Level2
서경집전(하),544,2095,予其曰 惟爾洪無度하니 我不爾動이라 自乃邑이니라,5006336a49a95815,니라,False,니라,Level2
당송팔대가문초소철2,196,1123,狄仁傑雖爲宰相이나 而未嘗一言이니라,86e23d261f930044,니라,False,니라,Level2
당송팔대가문초소철2,270,1501,黃歇相楚王에 患王無子하여 而以己子로 盜爲其後니라,126732182f1a06ea,니라,False,니라,Level2
당송팔대가문초소철3,262,1423,文亦淺이나 然이나 自是風人之旨니라,99fc293f803671c8,니라,True,니라,Level2
자치통감강목3,192,477,漢疑信有二心하여 使人讓之러니 信이 恐誅하여 遂以馬邑降之하니 匈奴遂攻太原하여 至晉陽하니라,84ada53cc6342e05,니라,False,니라,Level2
당송팔대가문초소식5,188,677,看議論持大體處니라,42582785df25c1b9,니라,False,니라,Level2
서경집전(하),120,501,貌曰恭이요 言曰從이요 視曰明이요 聽曰聰이요 思曰睿니라,19a6fe2597d8553d,니라,False,니라,Level2
당송팔대가문초소철3,310,1670,師自是謝事하고 不復出入이니라,f48b7e3f33e96608,니라,False,니라,Level2
당송팔대가문초한유2,235,1096,所謂過者는 非謂發於行彰於言하야 人皆謂之過而後爲過也라 生于其心則爲過矣니 (故)顔子之過此類也니라,b89dba45590e98e7,니라,True,니라,Level2
논어집주,1656,5279,人能弘道요 非道弘人이니라,47f6deb275d96ce3,니라,True,니라,Level2
맹자집주,645,2232,年十六에 別受田二十五畝하고 俟其壯而有室然後에 更受百畝之田하나니라,b1afefe71c7d0b2a,니라,False,니라,Level2
자치통감강목2,594,1563,不如因而賀之하야 使急引兵西擊秦이니라,30bb5df49431cbc2,니라,True,니라,Level2
시경집전(하),3044,6779,或曰小國大國所共之貢也라하고 鄭氏曰 共은 執也니 猶小球大球也라하고 蘇氏曰 共은 珙通하니 合珙之玉也라하니라,7758e46551d84970,니라,False,니라,Level2
당송팔대가문초한유1,150,732,可擧而擧焉이요 不必讓其自擧也며 可進而進焉이요 不必廉於自進也니라,a71963d901dea79a,니라,True,니라,Level2
당송팔대가문초소철2,359,1944,賢人君子之功烈과 與夫亂臣賊子罪惡之狀을 於此에 皆可以無憂其無聞焉이니라,5ea5b5f741298fa4,니라,True,니라,Level2
당송팔대가문초왕안석2,214,1060,又請補內附羌百族하야 以爲上軍主하고 假以勳階爵秩如王官하니 至今皆爲成法하니라,50b6e2cd598f1d21,니라,True,니라,Level2
당송팔대가문초소순1,191,1192,勸諫하며 行文亦痛快니라,773064ca4fcac961,니라,True,니라,Level2
서경집전(하),178,674,庶民은 惟星이니 星有好風하며 星有好雨니라,d0ece2b9c5059572,니라,True,니라,Level2
당송팔대가문초한유3,209,1195,歷六府五公한대 文武細麤不同이나 自始及終히 於公無所悔望有彼此言者하니라,cd34f34ded2dd80b,니라,False,니라,Level2
당송팔대가문초한유3,258,1421,愈走位哭하고 且召張籍會哭하니라,cdc88a7cb2a5798c,니라,False,니라,Level2
당송팔대가문초소순1,286,1843,世之儒者는 曰 徒智可以成也라하니라,3af8133bd3bf7a3c,니라,False,니라,Level2
당송팔대가문초소철2,264,1478,兵至函谷하니 秦人震恐하여 割地以與韓魏하고 僅乃得免이니라,b1e28a8f00e8d016,니라,True,니라,Level2
당송팔대가문초한유3,288,1557,詹爲國子監四門助敎하야 將率其徒伏闕下하야 擧余爲博士러니 會監有獄하야 不果上하니라,2fa17aed7789100a,니라,False,니라,Level2
당송팔대가문초소철3,277,1507,然後에 知顔子之所以甘心貧賤하고 不肯求斗升之祿以自給者는 良以其害於學故也니라,1080a35acb42de68,니라,True,니라,Level2
당송팔대가문초유종원1,83,668,雖戒礪加切이나 然卒不免爲連累廢逐하니라,e83ec047b1dd6b18,니라,True,니라,Level2
시경집전(하),941,2069,桑扈는 刺幽王也니 君臣上下 動無禮文焉하니라,9fcd946ec7c40a9c,니라,True,니라,Level2
맹자집주,1319,4505,孔子受之는 如受陽貨蒸豚之類也니라,45a954a047db40bf,니라,False,니라,Level2
주역전의(상),469,1573,陰雖有美나 含之하여 以從王事하여 弗敢成也니 地道也며 妻道也며 臣道也니 地道는 无成而代有終也니라,b195eb2c1cdc2dfb,니라,True,니라,Level2
자치통감강목10,1395,2205,備問爲誰오 曰 諸葛孔明과 龐士元也니라,4193aeebc339b78f,니라,False,니라,Level2
춘추좌씨전6,327,1455,諸侯守在四鄰이러니 諸侯卑하야 守在四竟하니라,2919f6266615195b,니라,False,니라,Level2
당송팔대가문초소철2,3,3,英雄之士는 能因天下之隙하여 而遂成天下之勢니라,94d29820ededb82a,니라,True,니라,Level2
춘추좌씨전1,557,2545,師服曰 吾聞國家之立也에 本大而末小라 是以能固라하니라,07113fb2fbf8548d,니라,True,니라,Level2
중용장구,226,632,如此者는 不見而章하며 不動而變하며 無爲而成이니라,26078e65d085a841,니라,True,니라,Level2
자치통감강목3,597,1422,食其故得幸於太后하여 公卿이 皆因而決事하니라,84f8155a79959cbf,니라,True,니라,Level2
맹자집주,1449,4918,惟耳도 亦然하니 至於聲하여는 天下期於師曠하나니 是는 天下之耳相似也일새니라,fffbcc51c8f44fce,니라,True,니라,Level2
주역전의(상),105,533,"如文言,繫辭等孔子之言은 皆是因而發底니 不可一例作重看이니라",2ed30af7a35baae8,니라,True,니라,Level2
논어집주,1564,5013,故로 答以未學而去之시니라,49f584945097cf00,니라,True,니라,Level2
자치통감강목15,628,862,尙書郞王佩 讀讖이어늘 堅이 殺之하니 讖學이 遂絶하니라,133e630705dadcb8,니라,True,니라,Level2
논어집주,312,1106,不患無位요 患所以立하며 不患莫己知요 求爲可知也니라,a0159f5675402c00,니라,True,니라,Level2
춘추좌씨전3,553,1602,我是以有輔氏之聚하니라,88d6f50a2b27ef87,니라,True,니라,Level2
당송팔대가문초소철2,182,1027,在仁而非仁이요 在義而非義요 在禮而非禮요 在智而非智니라,027746bf6be8eded,니라,True,니라,Level2
당송팔대가문초소철3,297,1606,若夫以江河之舟楫으로 而跨東海之難이면 則亦十里而返하고 百里而溺이니 不足以經萬里之害矣니라,d060fd6d44b8116d,니라,True,니라,Level2
시경집전(상),276,669,寔命不同일새니라,25a5759d2cc395a0,니라,True,니라,Level2
예기집설대전2,1373,1962,其變而之吉祭也는 比至於祔에 必於是日也接이니 不忍一日末有所歸也일새니라,e2f85eca6c313eec,니라,True,니라,Level2
당송팔대가문초소철2,89,495,惡楊惲蓋寬饒하고 害趙廣漢韓延壽하며 悍然無惻怛之意하니 高才之士 側足而履其朝니라,bb89fb133ad906c8,니라,True,니라,Level2
당송팔대가문초소철2,331,1812,故로 夫秦晉之俗은 有一朝不測之怒나 而無終身戚戚不報之怨也니라,0f1c8bb668085351,니라,True,니라,Level2
당송팔대가문초소철1,303,1986,夫人之必爭이요 强弱之必相吞滅은 此勢之必至者也니라,91e2fd8fbdb6b5f7,니라,True,니라,Level2
자치통감강목17,65,224,選案黃紙에 錄尙書與吏部尙書連名이라 故廓云然하니라,2581005ade1621c9,니라,True,니라,Level2
자치통감강목8,248,348,松曰 長者意를 不可逆이니라,d0b04138d40309c7,니라,True,니라,Level2
주역전의(하),1307,3993,故其象占如此하니라,7d2b79b20244dc00,니라,True,니라,Level2
당송팔대가문초소철1,310,2021,此譬如 兩虎相捽에 齒牙氣力이 無以相勝이니 其勢足以相擾요 而不足以相斃니라,acc64cca6da395f0,니라,True,니라,Level2
맹자집주,682,2414,出自幽谷하여 遷于喬木이라하니라,42cc43ba74201173,니라,True,니라,Level2
당송팔대가문초소식4,46,177,或鼷鼠食郊牛角이어늘 改卜牛러니 鼷鼠又食其角한대 乃免牛하고 不郊로되 猶三望하니라,c37e409788429133,니라,True,니라,Level2
당송팔대가문초소순1,374,2338,而其所以不若三代者는 則有由矣니 政之失이요 非法之罪也니라,88d436865295df1d,니라,True,니라,Level2
당송팔대가문초소순1,368,2308,此는 又擧天下가 皆知之나 而未嘗怪者三也니라,e3d3c09eace33108,니라,True,니라,Level2
당송팔대가문초소철1,194,1313,大較文定公도 亦只因主幼하고 而當時兵將이 未得其禦夷之便이라 故로 爲此棄之之說하니 恐非至計也니라,610099ccd13cd9db,니라,False,니라,Level2
자치통감강목10,91,139,爽等이 皆畏卓之暴하여 無敢不至호되 獨蟠은 得徵書에 人이 勸之行한대 笑而不答이러니 竟以壽終하니라,e9a4fcbd5e3f90c3,니라,True,니라,Level2
서경집전(하),648,2505,言曰 在時二人하여 天休滋至어든 惟時二人이 弗戡이로소니 其汝克敬德하여 明我俊民이니 在讓後人于丕時니라,42544544afc3940b,니라,True,니라,Level2
주역전의(상),81,435,作易者 自天地幽明으로 至于昆蟲草木微細히 無不合하니라,51e77856b07d47ab,니라,True,니라,Level2
당송팔대가문초소철2,164,933,上郡北地安定三郡은 土廣人稀하니 饒穀多畜이니라,d02395e1cc70f098,니라,False,니라,Level2
당송팔대가문초한유3,318,1696,又四年에 吾往河陽省墳墓에 遇汝從嫂喪來葬하니라,7c310f715fb5ea1a,니라,False,니라,Level2
당송팔대가문초소식2,468,2021,欲事之易成이면 則先治其所以信服天下者니라,2570ec13cf4ca004,니라,True,니라,Level2
주역전의(하),999,2980,然亦必自其未占之時로 人已信其如此라야 乃足以當之耳니라,92e4abe6ff3de549,니라,True,니라,Level2
서경집전(하),1002,3734,僕臣正이면 厥后克正하고 僕臣諛면 厥后自聖하리니 后德도 惟臣이며 不德도 惟臣이니라,c869234d4a10ed65,니라,True,니라,Level2
맹자집주,1881,5951,五霸則假之而已니 是以로 功烈이 如彼其卑也니라,0fed18df20e054a1,니라,True,니라,Level2
당송팔대가문초한유3,247,1377,先生明毛鄭詩하고 通春秋左氏傳하야 善講說하니 朝之賢士大夫에 從而執經考疑者繼于門하니라,5e8299ad328e82b5,니라,False,니라,Level2
서경집전(하),489,1923,今按先言啓大其後하고 而繼以亂爲四輔하니 則命周公留後於洛이 明矣니라,d47f9eb4ad48f375,니라,True,니라,Level2
서경집전(상),355,2001,"其文이 當在厥貢惟球琳琅玕之下, 浮于積石之上이니 簡編脫誤라 不可不正이니라",91c221ed36ea8f58,니라,True,니라,Level2
주역전의(하),751,2245,故로 聚也니라,949c66cd016d2b3c,니라,True,니라,Level2
당송팔대가문초소철2,36,185,是以로 天下無疑乎其心이니라,6f141f1c858f6063,니라,True,니라,Level2
서경집전(하),612,2350,君이 已曰 時我라하더니 我亦不敢寧于上帝命하여 弗永遠念天威越我民에罔尤違하노니 惟人이니라,4d12b059e99781ba,니라,True,니라,Level2
당송팔대가문초한유1,316,1528,有司者好惡出於其心하야 四擧而後有成이나 亦未卽得仕하니라,230fd9e0d09ae4f7,니라,True,니라,Level2
자치통감강목4,1437,3299,侍中金日磾 視其志意有非常하고 心疑之하여 陰獨察其動靜하여 與俱上下하니 以故로 久不得發하니라,d797db202bd9600d,니라,False,니라,Level2
예기집설대전2,741,1051,乍看에 似乎雜亂無紀나 子細看이면 則皆有義存焉하니라,932e0ad570a9c8d0,니라,True,니라,Level2
춘추좌씨전5,277,1405,君薨엔 大夫弔하고 卿共葬事하며 夫人엔 士弔하고 大夫送葬하야 足以昭禮命事謀闕而已오 無加命矣니라,b4cb2a3da819f884,니라,True,니라,Level2
당송팔대가문초유종원2,45,174,其內草木猥奧하고 有崖谷하여 傾亞缺圮하니 豕得以爲囿하고 蛇得以爲藪하여 人莫能居하니라,85385477eb707e48,니라,True,니라,Level2
당송팔대가문초한유3,151,896,營治勤劇을 皆自君手하고 不假之人하니라,11c5e22eba08f247,니라,True,니라,Level2
자치통감강목2,37,127,戰如守하며 行如戰하며 有功如幸하야 愼行此六術五權三至而處之以恭敬無曠이면 夫是之謂天下之將이니라,32e1b098b051ff89,니라,True,니라,Level2
당송팔대가문초증공1,442,2517,嘉祐六年에 尙書虞部員外郞梅君이 爲徐之蕭縣하여 改作其治所之東亭하여 以爲燕息之所하고 而名之曰淸心之亭이라하니라,ec0ed591041d4fb5,니라,False,니라,Level2
논어집주,1366,4415,孔子稱其言而善之시니라,ccf3b389a6eb4ca3,니라,False,니라,Level2
당송팔대가문초소식4,411,1576,人莫敢正視어늘 公捕寘(置)諸法하니 一縣大聳하니라,2584934691801426,니라,False,니라,Level2
주역전의(하),1984,5694,爻象은 動乎內하고 吉凶은 見乎外하고 功業은 見乎變하고 聖人之情은 見乎辭하니라,0249d8e41e97497f,니라,True,니라,Level2
자치통감강목6,1487,3242,"莽居攝에 欽, 詡 皆以病免官하여 歸鄕里하여 臥不出戶하여 卒於家하니라",1c1658267831ff8d,니라,False,니라,Level2
맹자집주,403,1480,所以人皆有不忍人之心也니라,63d945678a6cba87,니라,True,니라,Level2
맹자집주,2083,6441,大는 可爲也어니와 化는 不可爲也니 在熟之而已矣니라,2a1994cc10ea1ebd,니라,True,니라,Level2
춘추좌씨전7,153,569,因商奄之民하야 命以伯禽而封於少皥之虛하니라,dc27ae94e09ff381,니라,False,니라,Level2
당송팔대가문초왕안석1,491,2172,及至喟然覺悟하야 興起舊政인댄 則城郭之修也를 又嘗不敢以爲後니라,751b236b45023b7c,니라,True,니라,Level2
자치통감강목5,560,1301,時亦以轉輸略足相給이라하여 遂不施敞議하니라,8b03c23b60024b5a,니라,False,니라,Level2
예기집설대전2,1421,2026,爲舊君服은 見儀禮齊衰章하니라,1a4960e31bd687f7,니라,False,니라,Level2
당송팔대가문초소철2,20,110,故로 外之節度에 有周之諸侯外重之勢나 而易置從命하니 得以擇其賢不肖之才니라,f757e0f94867a88e,니라,True,니라,Level2
당송팔대가문초소식4,425,1644,山東群盜 爲之屛息하니라,ee30933e1425374e,니라,True,니라,Level2
자치통감강목5,661,1519,"屠耆擊車犁, 烏藉하여 皆敗走之하니 烏藉,呼揭 皆去單于號하고 共倂力尊輔車犁러니 屠耆西擊車犁하여 又敗走之하니라",e23fb05e30041601,니라,True,니라,Level2
서경집전(하),33,140,臣下亦化紂惡하여 各立朋黨하여 相爲仇讐하여 脅上權命하여 以相誅滅하여 流毒天下한대 無辜之人이 呼天告寃하여 腥穢之德이 顯聞于上하니라,58d785b9cd99c568,니라,True,니라,Level2
논어집주,1667,5306,知足以知此理나 而私欲間之면 則無以有之於身矣니라,b7282612b8423014,니라,True,니라,Level2
맹자집주,1463,4974,孟子發此夜氣之說하시니 於學者에 極有力하니 宜熟玩而深省之也니라,1b9b97cc9462852e,니라,True,니라,Level2
당송팔대가문초소철1,280,1864,至于虞夏之世에 乃益去其鄙野之制니라,25a1e1a392bb38a6,니라,True,니라,Level2
예기집설대전2,1162,1667,父在어든 哭於妻之室이요 非爲父後者어든 哭諸異室이니라,a98e6e0ce5d9620f,니라,True,니라,Level2
서경집전(하),684,2663,因甲于內亂하여 不克靈承于旅하며 罔丕惟進之恭하여 洪舒于民이요 亦惟有夏之民의 叨懫를 日欽하여 劓割夏邑하니라,8e20ee636002f5ef,니라,True,니라,Level2
자치통감강목3,1501,3416,亞夫堅臥不起러니 頃之에 復定하니라,429e9857752082ca,니라,True,니라,Level2
당송팔대가문초소식3,92,345,然而終不悟者는 樂其言之美便하야 而忘其禍之慘烈也니라,8079d2a7c78a1dda,니라,True,니라,Level2
시경집전(하),1386,2997,厥德不回하사 以受方國하시니라,47b4770898661e0a,니라,True,니라,Level2
당송팔대가문초소철3,310,1667,天竺之南山은 山深而木茂하고 泉甘而石峻이니라,b662860d14c35c53,니라,True,니라,Level2
당송팔대가문초한유3,178,1027,將軍遷帥鳳翔에 君隨往하야 改試大理評事하야 攝監察御史觀察判官한대 櫛垢爬痒하니 民獲蘇醒하니라,1adc441283ecb8cd,니라,True,니라,Level2
시경집전(하),686,1507,在位貪殘하여 下國構禍하니 怨亂並興焉하니라,29678df13ff7547a,니라,True,니라,Level2
당송팔대가문초유종원2,255,1477,積久에 犬皆如人意하니라,034553afe61975df,니라,True,니라,Level2
맹자집주,2143,6611,曾晳은 見前篇하니라,116a122a4d1df53a,니라,True,니라,Level2
당송팔대가문초소철2,273,1514,然이나 口血未乾에 犀首一出而齊趙背盟하니 從約皆破니라,02286fba25b2e227,니라,True,니라,Level2
당송팔대가문초소철3,263,1424,南康太守廳事之東에 有堂曰直節이니 朝請大夫徐君望聖之所作也니라,c5519f96d7c164b5,니라,True,니라,Level2
논어집주,1210,3992,故로 又記孔子之言하여 以見聖人不以聽訟爲難하고 而以使民無訟爲貴니라,0e302d10bdb4221d,니라,True,니라,Level2
당송팔대가문초소철2,190,1101,姑先安大하여 以待其所歸라하니라,74f182c156596685,니라,False,니라,Level2
서경집전(상),784,3709,按史記컨대 文王이 脫羑里之囚하여 獻洛西之地하니 紂賜弓矢鈇鉞하여 使得專征伐하고 爲西伯하니라,3ae4c08d970ed74a,니라,True,니라,Level2
주역전의(상),130,650,故로 云可以无大過라하시니라,626b5f8635cfc33b,니라,True,니라,Level2
당송팔대가문초소철3,206,1123,今之山東河南北直隷에 亦歲用民兵은 恐非計요 而其最無策者는 近年歲提延綏之兵하여 而戍薊州니라,a2c5638b042ea6e9,니라,True,니라,Level2
자치통감강목6,1018,2271,喜雖外見褒賞이나 孤立憂懼러니 後復遣就國하여 以壽終하니라,6f02dd1bb8f4fdb3,니라,True,니라,Level2
당송팔대가문초유종원1,253,1554,近隴西李生礎自東都來에 退之又寓書罪余하고 且曰 見送元生序에 不斥浮圖라하니라,a0b546a4d61783ca,니라,True,니라,Level2
시경집전(하),478,1061,秩秩大猷를 聖人莫之니라,081bb2b398f895c7,니라,True,니라,Level2
자치통감강목20,120,195,魏又遣將軍元昭等하여 帥衆五萬하여 救渦陽할새 前軍이 未至四十里에 慶之欲逆戰이어늘 放이 曰 前鋒이 必輕銳니 不如勿擊이요 待其來至니라,7e0256e18642c058,니라,True,니라,Level2
당송팔대가문초소식3,247,954,故로 記曰 君子之道는 費而隱이니라,b8f0cff709398181,니라,True,니라,Level2
주역전의(상),1964,5842,後明將繼之時而九四以剛迫之라 故其象如此하니라,dcc84f781f600143,니라,True,니라,Level2
당송팔대가문초증공1,11,109,惟揚雄才艱이나 而又不能大變於當時之體하니 比曾爲不及耳라하니라,5e994faf4e0bbd42,니라,True,니라,Level2
논어집주,392,1387,愚謂 無者는 自然而然이요 勿者는 禁止之謂니 此所以爲仁恕之別이니라,a30153063e8db2e2,니라,False,니라,Level2
당송팔대가문초한유3,221,1257,守法爭議하고 棘棘不阿하니라,fbcb06695c3cb8ee,니라,True,니라,Level2
당송팔대가문초왕안석1,473,2098,蓋廟之作이 出於學廢하니 而近世之法然也니라,ae9eb743d57a1618,니라,True,니라,Level2
맹자집주,2046,6331,趙氏曰 爲士者는 益多爲衆口所訕이라하니라,ac949e90c1bfb2ed,니라,True,니라,Level2
당송팔대가문초유종원2,167,746,因仰而呼天曰 殘民者昌하고 佑民者殃이라하며 又仰而呼天曰 何爲使至此極戾也오하면 若是者는 擧不能知天이니라,c01f85549f719136,니라,True,니라,Level2
자치통감강목2,1028,2719,又以齊梁反書로 遺之하니 羽以故로 無西意而北擊齊하니라,a76ba2b4a45f3702,니라,True,니라,Level2
논어집주,1355,4374,曰 敢問其次하노이다 曰 宗族稱孝焉하며 鄕黨稱弟焉이니라,91e2635698d507f4,니라,True,니라,Level2
당송팔대가문초증공1,431,2465,故題之曰歸老之橋라하니라,e6feaa8bed25a4e1,니라,True,니라,Level2
논어집주,1148,3820,故로 夫子又告之以此하시니라,bc397d08e10d3cc6,니라,True,니라,Level2
당송팔대가문초증공1,112,690,不可以不戒라하되 拱又不從하니라,d9cb0e980e6c0b75,니라,True,니라,Level2
맹자집주,293,1122,故로 不道管仲之事하니라,9963ff7167fe9a72,니라,True,니라,Level2
맹자집주,2125,6558,說大人이어든 則藐之하여 勿視其巍巍然이니라,b93adcc915aee3b1,니라,True,니라,Level2
자치통감강목1,769,2362,且梁이 未睹秦稱帝之害故耳니라,2c3857c07bf91fc6,니라,True,니라,Level2
당송팔대가문초한유2,94,361,夫沿河而下에 苟不止면 雖有遲疾이나 必至於海니라,82d136867a6e44f0,니라,True,니라,Level2
자치통감강목14,40,105,夫立功立事는 惟問志略如何耳니라,192c87396dc77815,니라,True,니라,Level2
논어집주,1475,4775,君子는 上達하고 小人은 下達이니라,9705f1fd538d2112,니라,True,니라,Level2
자치통감강목2,697,1876,以君이 世世楚將이라 爲能復立楚之後也니라,712ca9f0e7b6a378,니라,True,니라,Level2
당송팔대가문초소철2,198,1147,是謂微明이니라,c6fad4d973b21acc,니라,True,니라,Level2
주역전의(하),1104,3346,六五는 震이 往來厲하니 億하여 无喪有事니라,89a5f1559b9e33db,니라,True,니라,Level2
맹자집주,963,3338,言當如曾子之養志요 不可如曾元但養口體니라,2f8050c40ea663b8,니라,True,니라,Level2
논어집주,58,259,然則三年無改者는 孝子之心에 有所不忍故也니라,359702f5c19e3961,니라,True,니라,Level2
당송팔대가문초소철2,195,1122,豫王旣立에 武后革命稱帝하고 追尊祖考하고 封王子弟하고 戕殺天下豪俊하며 志得氣滿하여 以爲武氏有泰山之安矣니라,08a281e925973571,니라,True,니라,Level2
당송팔대가문초한유2,385,1971,王及州하야 不解衣하고 下令掊鎻擴門하야 悉棄倉實與民하야 活數十萬人하니라,c81f0f4a80ea3c51,니라,False,니라,Level2
시경집전(하),1981,4454,然이나 非其自爲之也요 乃汝興起此人而力爲之耳니라,824e88d3e902df34,니라,True,니라,Level2
당송팔대가문초소순1,342,2150,一身之中에 手足이 病於外면 則腹心이 爲之深思靜慮於內하여 而求其所以療之之術하고 腹心이 病於內면 則手足이 爲之奔掉於外하여 而求其所以療之之物하니라,8e4f4e01c27cc4ec,니라,True,니라,Level2
당송팔대가문초유종원1,70,525,又曰餌藥可以久壽라하여 將分以見與하니 固小人之所不欲得也니라,5c6f1c0982d41acd,니라,True,니라,Level2
맹자집주,1440,4901,豐年엔 衣食饒足이라 故로 有所賴藉而爲善이요 凶年엔 衣食不足이라 故로 有以陷溺其心而爲暴니라,ec9c16ecb8b75ef8,니라,True,니라,Level2
당송팔대가문초소철2,170,964,夫玄德之賢이 過於仲謀어늘 賈詡欲以文告懷仲謀하고 而曄欲以虛聲下玄德하니 其愚智는 蓋已遠矣니라,913e1a67dce81263,니라,True,니라,Level2
당송팔대가문초한유2,148,619,二子驚惋自責하야 若有失者하니라,8cdd68a36c1ecef9,니라,False,니라,Level2
당송팔대가문초유종원1,125,896,本之禮하여 以求其宜하고 本之春秋하여 以求其斷하고 本之易하여 以求其動하니 此吾所以取道之原也니라,0e99c60bbf20eef5,니라,True,니라,Level2
서경집전(하),793,3024,"周禮에 又有九服하니 侯, 甸, 男, 采, 衛, 蠻, 夷, 鎭, 蕃이라 與此不同하니라",cb6a92154c14a531,니라,True,니라,Level2
당송팔대가문초소식5,104,351,凡分章名篇은 皆出於世俗이요 非莊子本意니라,6a47f9b035a2aa8d,니라,True,니라,Level2
당송팔대가문초한유2,20,75,卒不得辭하고 上堂에도 卽客階하고 坐必東向하니라,81a4aac1a7e35cd6,니라,True,니라,Level2
